Company Name,Exhibitor,Website,LinkedIn URL,Country,Summary,Matched_Product,Distance_Score,Match_Reason,LinkedIn_Company,Scraped_Country,Scrape_Status
,MCY Technology Limited,,,,"Over 3, 000 square meters factory, employing over 100 staff, including 20+ engineers with over 20 years experience in automobile industry, along with the latest manufacturing&testing equipment, MCY ha...",in_cabin,149.67,"• Engineering Team: The operations are supported by an End-to-End Automotive 
Product Development team of more than 300 engineers and a manufacturing 
and engineering team totaling 500+. 
• Geographic...",,,no_website
,Realfiction Lab ApS,https://www.realfiction.com/,,, ,in_cabin,150.44,"• Safety Monitoring: Driver Fatigue (Eye Blink/Yawn Detection, Accuracy 93%), 
Mobile Phone Usage Detection (Accuracy 95%), and Seat Belt On Detection 
(Accuracy 97%). 
• Health and Occupancy: Monitor...",https://www.linkedin.com/company/realfiction,Denmark,success
,Imagry Inc.,https://imagry.co/,,Unknown,"Introducing Generative Autonomy: real-time intelligence that drives machines in the physical world. Our platform, Imagry Cortex™, delivers vision-based autonomy without HD maps, LiDAR, or the cloud. U...",in_cabin,151.56,"consists of ready-to-use computer vision AI algorithms designed to be hardware 
agnostic. 
Key ADAS offerings include: 
• Warning Systems: Forward-Collision Warning (detecting cars, trucks, buses, 
mo...",https://www.linkedin.com/company/imagry/,,success
,FocusDrive,https://support.microsoft.com/en-us/windows/file-explorer-in-windows-ef370130-1cca-9dc5-e0df-2f7416fe1cb1,,,"FocusDrive develops an AI-powered in-car camera system that detects driver distraction in real time, providing instant alerts to prevent accidents. Our mission is to enhance road safety with affordabl...",in_cabin,152.86,"consists of ready-to-use computer vision AI algorithms designed to be hardware 
agnostic. 
Key ADAS offerings include: 
• Warning Systems: Forward-Collision Warning (detecting cars, trucks, buses, 
mo...",,,no_website
,OPmobility,https://www.opmobility.com/wp-content/uploads/documents/opmobility-vibes-202505-en/7/,,Unknown,"OPmobility, a world leading partner for all mobility players with innovative tech for more sustainable & connected mobility. €11.4b sales/152 plants/40 R&D centers/40,300 emp. Our mission: Driving a N...",in_cabin,154.54,"Rapidise's Digital Mobility solutions provide passengers with a connected and seamless experience across different modes of 
transportation. Our comprehensive design and development services integrate...",,,success
,RoverSense Technologies,https://www.roversensetech.com/,,Unknown,"RoverSense Technologies aims to revolutionize electronics for the Recreational Vehicle industry through its diverse products offerings. RoverSense has developed AI-powered liquid level sensors, highly...",in_cabin,155.07,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",,,success
,Virinco Americas Inc.,https://virinco.com/,,Unknown,"Collect and visualize all your test and repair data in one place. WATS gives OEMs, CMs, and EMS real-time insight into yield issues, failures, and test gaps, across all sites. Scalable, fast to deploy...",in_cabin,156.07,"• Reliability Testing: The Product Reliability Test Lab is equipped for extreme 
testing, including HALT/HAST tests, Electromagnetic Testing (EMI & EMC), ESD 
control, Thermal, Humidity, Insulation, E...",https://www.linkedin.com/company/241586/,grønland 1,success
,Helbling Technik,https://helbling.ch/en/about-us/business-units/technik,,Unknown,"The Helbling Group is a leader in technological innovation, engineering and business consulting and supports its international clients from various industries in all phases of product development and ...",in_cabin,157.31,"Rapidise serves as a complete Offshore Development Center (ODC) in the automotive 
sector, offering an exclusively engineered team with niche expertise in technology-driven 
automotive solutions. Thei...",https://www.linkedin.com/company/helbling/,,success
,LITBIG INC.,https://maps.google.co.jp/,,,"LITBIG Inc. is a leading innovator in advanced embedded systems for automotive safety and entertainment. Specializing in AI and camera vision technologies, we develop Vision ADAS solutions for enhan...",in_cabin,159.11,"consists of ready-to-use computer vision AI algorithms designed to be hardware 
agnostic. 
Key ADAS offerings include: 
• Warning Systems: Forward-Collision Warning (detecting cars, trucks, buses, 
mo...",,,no_website
,SoftAtHome,https://www.softathome.com/,,Unknown,"SoftAtHome is an independent software provider with solutions on broadband, Wi-Fi, analytics, QoE monitoring, and a gateway app store. Our solutions power over 30 million connected homes globally. Wit...",in_cabin,159.69,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",https://www.linkedin.com/company/softathome/,9 rue du débarcadère 92700 colombes – france more sites    sales and general enquiries: tel. +33 1 57 66 88 88 email: contact@softathome.com   linkedintwitter (deprecated)youtube privacy policy | terms of use        copyright softathome 2025 - all rights reserved     back to top    search  search        search                  required 'candidate' login to applying this job.  click here to logout  and try again              login to your account       enter email address:     password:           forgot password?     save password            reset password       enter email address:         already have an account? login     enter the username or e-mail you used in your profile. a password reset link will be sent to you by email.          close                                        answers               account activation      before you can login,success
,VCarSystem Technology USA Corp,http://www.vcarsystem.com/aboutUs,,Unknown,"VCARSYSTEM is dedicated to the development of embedded system R&D testing toolchains, serving industries such as automotive, education, rail transportation, and aerospace.",in_cabin,159.72,"• Deployment: These solutions involve developing AI Models on the Edge and 
Cloud and utilizing vehicle network interfacing and sensor data conditioning. 
F. Electronic Control Units (ECUs) 
ECU devel...",,,"error: Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""http://www.vcarsystem.com/aboutUs"""
,XEO,,,,"XEO is at the forefront of technological innovation, committed to elevating lifestyles and redefining the boundaries of entertainment.",in_cabin,159.85,"Entertainment. 
• Custom IP/Platforms (RSP Platforms): Rapidise develops its own IP products, 
such as the Tejas Android Infotainment System (based on Qualcomm 
625/Quectel SC600T, running Android 9.0...",,,no_website
,SCS Inc.,,,,"With our expertise in advanced Artificial Intelligence algorithms, we provide the best solutions to our client's thermal management problems.",in_cabin,160.0,"• Sensor Data Conditioning
• AI Models Development
• AI On Edge and Cloud
• Cloud Interface for Vendors
• Alerts On The IVI
• Remoneddation On The IV
Technology We Use 
Use Cases Services
rapidise.co
...",,,no_website
,KAON Group,https://kaon.com/,,Unknown,"KAON is a global leader in delivering AI solutions, OTT, network devices and integration solutions to customers worldwide. KAON is committed to becoming a global platform leader by leveraging its in...",in_cabin,160.22,"Entertainment. 
• Custom IP/Platforms (RSP Platforms): Rapidise develops its own IP products, 
such as the Tejas Android Infotainment System (based on Qualcomm 
625/Quectel SC600T, running Android 9.0...",https://www.linkedin.com/company/kaon-interactive,Netherlands,success
,TransAI,https://www.transai.com/en,,Unknown,"TransAI serves over 3 million users worldwide with AI-powered hardware and applications that enhance global communication. From calls to meetings, our products deliver real-time, context-aware transla...",in_cabin,160.65,"Rapidise serves as a complete Offshore Development Center (ODC) in the automotive 
sector, offering an exclusively engineered team with niche expertise in technology-driven 
automotive solutions. Thei...",https://www.linkedin.com/company/transai/,,success
,Cambridge Consultants,https://www.cambridgeconsultants.com/,,Unknown,"Cambridge Consultants (CC) is the deep tech powerhouse of Capgemini. We deliver transformative business value and growth for our clients, who gain defendable commercial and operational advantage from ...",in_cabin,160.67,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",https://www.linkedin.com/company/9165/,,success
,Jellop,https://jellop.com/,,Unknown,"Jellop is the world’s leading digital marketing partner for crowdfunding. Since 2015 we have helped creators raise $1.3B in over 6,000 crowdfunding campaigns. This year Jellop hosts over 50 technology...",in_cabin,161.29,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",,,success
,Basemark,https://web.basemark.com/,,Unknown,"We make driving safer with AI-based Augmented Reality software. Basemark is a forerunning provider of software & tooling solutions for advanced automotive AR application development. Our solution, ...",in_cabin,161.47,"• Safety Monitoring: Driver Fatigue (Eye Blink/Yawn Detection, Accuracy 93%), 
Mobile Phone Usage Detection (Accuracy 95%), and Seat Belt On Detection 
(Accuracy 97%). 
• Health and Occupancy: Monitor...",https://www.linkedin.com/company/basemarkltd,,success
,Jabil Automotive & Transportation,https://www.jabil.com/industries/automotive-and-transportation.html,,Unknown,"Jabil is a world-class automotive technology manufacturer, enabling customers to deliver tomorrow's mobility technology. Working with Jabil, customers can accelerate design to market, manage supply ch...",in_cabin,162.01,"• Mold & Enclosure Manufacturing. 
• Green Manufacturing and Component Supply Chain Management. Rapidise 
holds key automotive industry certifications, notably IATF 16949, along with ISO 
9001 and ISO...",https://www.linkedin.com/company/jabil,,success
,The DiSTI Corporation,https://www.disti.com/,,Unknown,The world’s leading automotive manufacturers and OEMS rely on DiSTI to future-proof their User Interfaces and improve their training through DiSTI’s virtual solutions. DiSTI products are currently pow...,in_cabin,162.28,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",https://www.linkedin.com/company/the-disti-corporation/,,success
,Digiforming,https://digiforming.io/,,Unknown,"Digiforming revolutionizes sheet metal forming with AI-powered manufacturing intelligence. Our solution predicts and prevents stamping defects before they occur, protects tools, and automates quality ...",in_cabin,162.47,"• Mold & Enclosure Manufacturing. 
• Green Manufacturing and Component Supply Chain Management. Rapidise 
holds key automotive industry certifications, notably IATF 16949, along with ISO 
9001 and ISO...",,,success
,Devamapp Mobility,https://devamapp.tech/,,Unknown,"Devamapp is a smart mobility platform that brings together electric vehicle users, charging stations, and micromobility services in one app. It enables users to find, plan, and pay for charging, parki...",in_cabin,162.49,"Entertainment. 
• Custom IP/Platforms (RSP Platforms): Rapidise develops its own IP products, 
such as the Tejas Android Infotainment System (based on Qualcomm 
625/Quectel SC600T, running Android 9.0...",https://www.linkedin.com/company/devamapp/,,success
,Business France Automotive,https://www.businessfrance.fr/en,,Unknown,"Welcome to the French Pavilion ! Discover the companies of the French delegation : AIRNITY, ARCURE, C-INERTIA, DEEPHAWK, GULPLUG, LYNRED, MITHIEUX, MVG, REGOM,SECURE IC and SYSGO. For more informati...",in_cabin,162.68,"Rapidise serves as a complete Offshore Development Center (ODC) in the automotive 
sector, offering an exclusively engineered team with niche expertise in technology-driven 
automotive solutions. Thei...",https://www.linkedin.com/company/business-france,France,success
,Kyoden,https://www.kyoden.co.jp/en/,,Unknown,"Kyoden delivers a complete in-house one stop solution as a comprehensive PCB manufacturer. We handle every stage from design, procurement, production, mounting and assembly at our own facilities. From...",in_cabin,162.79,"• Quality Manufacturing Environment: The SMT Area and Camera Module 
Assembly Area are both Rated Class 100,000 Clean Room, crucial for high-
precision electronics manufacturing. 
• Advanced Equipment...",,482-1,success
,GetFocus,https://www.getfocus.eu/about-us,,Unknown,"The technological future is more predictable than you think. GetFocus harnesses AI and patent data to spot disruptive technologies early, so you can stay ahead of the curve. Trusted by the US Navy, Ca...",in_cabin,162.98,"2. Edge-AI Engineering and Innovation 
Rapidise specializes in IoT and AI-driven product design and development, offering 
solutions that leverage advanced algorithms for real-time in-vehicle processi...",https://nl.linkedin.com/company/getfocus-bv,,success
,Sheba Microsystems Inc.,https://shebamicrosystems.com/,,Unknown,"Sheba is a manufacturer of Silicon micro electrostatic actuators to achieve autofocus and optical image stabilization in digital cameras with a special focus on cameras used in automotive, AR/VR/AI gl...",in_cabin,164.87,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",,,success
,P3 labs inc,https://p3labs.ai/,,Unknown,"P3 Labs AI creates interactive, emotionally intelligent digital human avatars that bring storytelling, education, and brand experiences to life. Using advanced AI, real-time 3D animation, and holograp...",in_cabin,166.63,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",,,success
,NXP Semiconductors,https://bbs.elecfans.com/jishu_2483994_1_1.html,,,"NXP Semiconductors is the trusted partner for innovative solutions in the automotive, industrial & IoT, mobile, and communications infrastructure markets. NXP's \""Brighter Together\"" approach combines...",in_cabin,166.71,"Avnet, Future, WPG). 
• Purchasing Power: The Annual Purchase Power is substantial, covering 30+ 
procurement categories (Electronics, Mechanical, Wires, Plastics, etc.). 
• Strategic Partnerships: Ra...",,,no_website
,ams OSRAM,https://www.osram.us/cb/,,Unknown,"The ams OSRAM Group is a global leader in intelligent sensors and emitters. By adding intelligence to light and passion to innovation, we enrich people’s lives. Our invited guests will “Sense the Powe...",in_cabin,166.82,"Rapidise serves as a complete Offshore Development Center (ODC) in the automotive 
sector, offering an exclusively engineered team with niche expertise in technology-driven 
automotive solutions. Thei...",,,success
,LIPS Corporation,https://faq.canon.jp/app/answers/detail/a_id/46076/~/【レーザービームプリンター】lips4、lips-lx、capt、carps2の違い,,,"LIPS focuses on innovation and trust, establishing itself as a leader in advanced 3D sensing and Edge-AI integration. It offers comprehensive Spatial Intelligence Machine Vision solutions to drive ind...",in_cabin,167.03,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",,,no_website
,"JDI Display America, Inc.",https://www.j-display.com/en/,,Unknown,"JDI specializes in display devices and related products. Our services cover planning, design, maintenance, rental, leasing for electrical equipment, electronic devices, software. We also offer informa...",in_cabin,167.13,"Light Sensor) into the HMI for 
monitoring and data 
visualization. The solution 
supports key connectivity 
features: Live GNSS, 4G LTE, 
USB, Wi-Fi/BLE, and Gigabit 
Ethernet. 
HMI/UX 
Focused on cr...",https://jp.linkedin.com/company/japan-display-inc-,ebina r&d center,success
,ANELLO Photonics,https://www.anellophotonics.com/,,Unknown,"ANELLO Photonics is creating navigation solutions for autonomy in GPS-Denied environments. ANELLO's Silicon Photonics Optical Gyroscope (SiPhOG) is a low-noise, low-drift optical gyroscope used for In...",in_cabin,168.12,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",https://www.linkedin.com/company/anello-photonics,submit,success
,Sasken Technologies Ltd,https://www.sasken.com/,,Unknown,"At Sasken, we believe that the true potential of IoT is unlocked with purpose-built silicon tailored for specific industry verticals. Our custom silicon solutions have demonstrated their ability to re...",in_cabin,168.22,"2. Edge-AI Engineering and Innovation 
Rapidise specializes in IoT and AI-driven product design and development, offering 
solutions that leverage advanced algorithms for real-time in-vehicle processi...",https://in.linkedin.com/company/sasken,sasken technologies ltd 139/25,success
,Miovision Technologies Incorporated,,,,"Miovision V2X revolutionizes the way vehicles interact with traffic networks, delivering seamless mobility & enhanced safety with VRU Alert. Our cloud-based solutions, industry standard products & com...",in_cabin,168.83,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",,,no_website
,Phoenix AI S.A.,https://www.phoenix-ai.com/contact,,Unknown,Edge on-device AI with Intelligent Video Analytics End-to-end solution (HW+SW) for integrators and partners. Fleet Management System of our edge devices with 100% of services We're active in the Sm...,in_cabin,170.59,"• Framework: The Vehicle Edge AI Framework enables modular development for 
these solutions, incorporating advanced AI algorithms for edge computing for 
faster processing and optimized performance. 
...",http://linkedin.com/company/phoenix-ai,,success
,MantiSpectra BV,https://mantispectra.com/,,Unknown,"MantiSpectra manufactures ChipSense™, a miniaturized, solid-state, near-infrared (NIR) multi-channel spectral sensing IC. ChipSense™ enables real-time, low-cost, contactless and non-destructive materi...",in_cabin,170.65,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",https://www.linkedin.com/company/mantispectra/,,success
,Haylo Tech Limited,https://www.haylo.com/,,Unknown,Haylo is an AI-powered wearable headband designed to support focus and retention for neurotypical and neurodivergent learners who struggle with traditional screen-based tools. Students interact with v...,in_cabin,170.7,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",https://www.linkedin.com/company/hayloventures/,,success
,EdgeCortix,,,,"EdgeCortix deliver high performance, energy efficient, AI accelerators with a software-first approach for edge applications. The company's SAKURA-II AI accelerator provides the latest Generative AI so...",in_cabin,170.87,"designed to be hardware agnostic. 
• Frameworks: The AI models are developed using the TensorFlow training 
framework. For deployment, optimization tools include TensorFlow Lite 
(TensflowLite), NVIDI...",,,no_website
,EdgeCortix,https://www.swissinfo.ch/chi/afp/,,,"EdgeCortix deliver high performance, energy efficient, AI accelerators with a software-first approach for edge applications. The company's SAKURA-II AI accelerator provides the latest Generative AI so...",in_cabin,170.87,"designed to be hardware agnostic. 
• Frameworks: The AI models are developed using the TensorFlow training 
framework. For deployment, optimization tools include TensorFlow Lite 
(TensflowLite), NVIDI...",,,no_website
,Inova Semiconductors GmbH,https://inova-semiconductors.de/support.html,,Unknown,"Inova Semiconductors founded in Munich in 1999, Inova Semiconductors is a pioneer in the field of high-speed data transmission and ground-breaking lighting technologies for the mobility sector. Our co...",in_cabin,171.23,"Chambers, Salt Spray Chambers, Dust Chambers, and Water Spray 
Chambers. 
o Vehicle Testing: Specialized equipment includes a Vehicle Cold 
Chamber and a Chassis Dynamometer. 
o EMI/EMC Compliance: Te...",https://www.linkedin.com/company/inova-semiconductors-gmbh/,password,success
,"Next Core Technologies, Inc.",https://help.nextdoor.com/s/article/The-New-Nextdoor?language=en_US,,Unknown,"Tech startup established as a three-way joint venture in September 2022. Succeeded in press mass production of amorphous laminated cores for the first time in the world, revolutionizing power consump...",in_cabin,171.85,"Rapidise’s end-to-end automotive capability integrates design, electronics 
manufacturing, and edge-AI engineering through a vertically integrated, full-stack 
approach, allowing OEMs and Tier-1 suppl...",,,success
,Sheeva.AI,https://www.sheeva.ai/,,Unknown,Sheeva.AI has developed an in-car payments and commerce solution that introduces vehicle location-based services to monetize the driver experience. Sheeva's patented precise geolocation technology ...,in_cabin,172.38,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",https://www.linkedin.com/company/sheevaai/,,success
,Neural Concept,https://www.neuralconcept.com/who-we-are,,Unknown,"Neural Concept revolutionizes product development by integrating AI into the design process. Our platform accelerates engineering work by 10x, cutting development times by up to 75% and enhancing prod...",in_cabin,172.59,"2. Edge-AI Engineering and Innovation 
Rapidise specializes in IoT and AI-driven product design and development, offering 
solutions that leverage advanced algorithms for real-time in-vehicle processi...",https://www.linkedin.com/company/neuralconcept/,,success
,Vox AI,,,,"NextGen & Easy-to-deploy voice-AI solution for Streamlining & Automating order-taking process of Quick Service Restaurants in 85+ languages, boosting Efficiency & Accuracy to enhance Customer Experien...",in_cabin,172.79,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",,,no_website
,Visteon Corp.,,,,"Visteon is a global technology leader accelerating the software-defined transformation of mobility. With pioneering work in digital cockpit electronics, EV systems, and AI-driven innovation, Visteon l...",in_cabin,172.94,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",,,no_website
,Muniq Design GmbH,https://maps.google.co.in/,,,"At MUNIQ GROUP, we don’t just design we create unique solutions and experiences that shape the future of mobility and beyond.",in_cabin,173.24,"Rapidise's Digital Mobility solutions provide passengers with a connected and seamless experience across different modes of 
transportation. Our comprehensive design and development services integrate...",,,no_website
AI Collaborator,AI Collaborator,https://www.aicollaborator.com/,https://www.linkedin.com/company/aicollaborator,Unknown,"AI Collaborator is the Pioneering Responsible AI Marketplace. We help enterprises overcome complexity, risks, and talent shortages to responsibly deploy AI. With a global ecosystem of vetted AI soluti...",in_cabin,173.32,"accident response capability. 
This project highlights 
Rapidise’s global reach, 
supporting customers in regions 
including Japan. 
3. Edge AI Development: 2.5D Face Recognition (DMS/Digital Key) 
Ca...",https://www.linkedin.com/company/aicollaborator/posts/,USA,success
,NOVELIC,https://www.novelic.com/,,Unknown,"NOVELIC is the home of automotive short-range radar - with our industry-leading in-cabin monitoring systems, and radar-based park assist solutions, we provide solutions for connected, safe, and softwa...",in_cabin,173.34,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",https://www.linkedin.com/company/novelic/,all the regulatory requirements for commercial vehicles in all markets.,success
,DRIVESAFE,https://mydrivesafe.com/,,Unknown,"DRIVESAFE is a line of personal breathalyzers, trusted by industry professionals for over 30 years. Each product has been designed, engineered and manufactured to easily accommodate your unique lifest...",in_cabin,173.69,"• Safety Monitoring: Driver Fatigue (Eye Blink/Yawn Detection, Accuracy 93%), 
Mobile Phone Usage Detection (Accuracy 95%), and Seat Belt On Detection 
(Accuracy 97%). 
• Health and Occupancy: Monitor...",,,success
,Femtosense,,,,Femtosense designs and builds AI accelerators for efficient edge inference. Femtosense's sparse AI technology delivers more efficient and lower cost real-time AI processing for valuable and affordable...,in_cabin,173.86,"designed to be hardware agnostic. 
• Frameworks: The AI models are developed using the TensorFlow training 
framework. For deployment, optimization tools include TensorFlow Lite 
(TensflowLite), NVIDI...",,,no_website
,Great Wall Motor Company Limited,,,,"GWM's key business covers the design, engineering, production, sales, and service of automotive vehicles and components. We also make strategic investments in the hydrogen and solar energy sectors. Me...",in_cabin,173.91,"Optimized Delivery Model for Automotive Innovation: Blended onshore-offshore operations ensure access to world-class talent and 
cutting-edge automotive technologies at competitive rates.
Advanced Man...",,,no_website
,Locofy Pte. Ptd.,https://www.locofy.ai/,,,Locofy.ai accelerates frontend development by converting web and mobile app designs into frontend code in 1-click using LocoAI. It leverages its proprietary foundational Large Design Models to help la...,in_cabin,174.19,"designed to be hardware agnostic. 
• Frameworks: The AI models are developed using the TensorFlow training 
framework. For deployment, optimization tools include TensorFlow Lite 
(TensflowLite), NVIDI...",,,no_website
Aeva,Aeva,https://www.aeva.com/,https://www.linkedin.com/company/aevainc,Unknown,Aeva (NYSE: AEVA) is a global technology company brining the next wave of perception to a broad range of applications from automated driving to industrial robotics and beyond. Aeva 4D LiDAR sensors un...,in_cabin,174.39,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",https://www.linkedin.com/company/aevainc,,success
,Sky-Tech AI,https://vegas.insuretechconnect.com/2025-life-health-benefits-supporter/sky-tech-ai,,Unknown,"Sky-Tech AI transforms complex insurance and medical data into structured, actionable intelligence. Our zero-shot AI platform instantly generates DocLists, summaries, insights, and customized reports,...",in_cabin,175.04,"2. Edge-AI Engineering and Innovation 
Rapidise specializes in IoT and AI-driven product design and development, offering 
solutions that leverage advanced algorithms for real-time in-vehicle processi...",https://www.linkedin.com/company/insuretech-connect/,,success
,Cinemo GmbH,https://www.cinemo.com/,,Unknown,"Cinemo is a global provider of innovative infotainment products that create seamless digital media experiences. Trusted by over 40 OEMs, its award-winning, fully integrated, system-agnostic solutions ...",in_cabin,175.81,"Entertainment. 
• Custom IP/Platforms (RSP Platforms): Rapidise develops its own IP products, 
such as the Tejas Android Infotainment System (based on Qualcomm 
625/Quectel SC600T, running Android 9.0...",,,success
,BizLink Technology Inc.,https://www.bizlinktech.com/,,Unknown,"As a leader in the art of interconnectivity, we use our expertise to offer our customers the resources and technology they need, to realize their vision, so that they can connect with their customers ...",in_cabin,176.1,"Chambers, Salt Spray Chambers, Dust Chambers, and Water Spray 
Chambers. 
o Vehicle Testing: Specialized equipment includes a Vehicle Cold 
Chamber and a Chassis Dynamometer. 
o EMI/EMC Compliance: Te...",https://www.linkedin.com/company/bizlink-technology-inc-/,,success
,"Great Star Industrial USA, LLC",https://www.weforum.org/stories/2025/08/great-barrier-reef-coral-decline-nature-climate-news/,,,"OLEI is a cutting-edge tech company specializing in location-aware solutions. We develop advanced sensors, LiDAR, opto-mechanical modules, and tools for mobile vehicles, urban spaces, BIM measurement,...",in_cabin,176.74,"Light Sensor) into the HMI for 
monitoring and data 
visualization. The solution 
supports key connectivity 
features: Live GNSS, 4G LTE, 
USB, Wi-Fi/BLE, and Gigabit 
Ethernet. 
HMI/UX 
Focused on cr...",,,no_website
,Indication Instruments Limited,https://forum.wordreference.com/threads/dici-à-indication-de-temps-durée-heure-date-etc-dici-à-2-ans-dici-le-au-15-août.1047315/,,,"Founded in 1976, continue to drive innovation in automotive electronics while upholding core values. We design and manufacture digital displays, instrument clusters, and sensors for trucks, buses, tra...",in_cabin,177.95,"Dual Display IVI System for Truck OEM (Design to Production)
Tech Stack: (CAN Data Acquisition Module)
● OS : Android 10
● Linux Kernel : 5.4
● Language: C
● Android 10
● Quectel’s Android RIL Driver ...",,,no_website
,Transense Technologies plc,https://www.transense.com/company/about,,Unknown,"Transense Technologies has two divisions that develop and supply world-leading sensor tech and measurement solutions: SAWsense offers wireless, SAW sensors for torque, temp, force, and pressure in dem...",in_cabin,177.97,"Area of 
Expertise Deliverables & Technical Details Measurable Impact & 
Outcome 
Product Scope 
Aims to enhance vehicle safety in 
Japan by developing an advanced 
emergency call system. 
The system ...",https://www.linkedin.com/company/transense-technologies-plc,,success
,National Waste and Recycling Association,https://www.nationalcar.com/en/home.html?msockid=2ebc6823cd7e661d08d57e8ecc006708,,, ,in_cabin,178.16,"Rapidise's Digital Mobility solutions provide passengers with a connected and seamless experience across different modes of 
transportation. Our comprehensive design and development services integrate...",,,success
,CSEM SA,https://www.csem.ch/en/,,Unknown,CSEM is a Swiss technology innovation center that develops and transfers advanced technologies with high societal impact to industry. It works with leading partners and academia in precision manufactu...,in_cabin,179.21,"Avnet, Future, WPG). 
• Purchasing Power: The Annual Purchase Power is substantial, covering 30+ 
procurement categories (Electronics, Mechanical, Wires, Plastics, etc.). 
• Strategic Partnerships: Ra...",https://www.linkedin.com/company/13128/,,success
,indie Semiconductor,,,,"indie is an automotive innovator, developing next generation semiconductors, photonics and software platforms to deliver best-in-class automated driver and safety systems and in-cabin experiences—enab...",in_cabin,179.36,"2. Edge-AI Engineering and Innovation 
Rapidise specializes in IoT and AI-driven product design and development, offering 
solutions that leverage advanced algorithms for real-time in-vehicle processi...",,,
,GIS,https://www.ibm.com/careers/search,,,"GIS has been dedicated to developing solutions that combine deep technology and design integration. We will showcase optical lenses, waveguide-based near-eye display modules, wafer-level optical compo...",in_cabin,179.48,"(Note: The sources provided do not mention the use of Ambarella SoCs in Rapidise’s 
automotive solutions.) 
2. Sensor and Integration Expertise 
Rapidise focuses on integrating sophisticated sensors, ...",,,
